Name,Age,Position,Finishing,Passing,Pacing,Defending,Keeping,Attacking,Defensive,Level,Overall
Gustavo Henrique Costela,21,Lateral,137.6,160.0,156.4,157.0,0.0,454.0,313.4,1,767.4
Enrico Rodrigues,30,Meio-campista,154.0,162.0,140.0,135.0,0.0,456.0,275.0,1,731.0
Eduardo Alves,25,Meio-campista,256.4,294.0,233.6,232.0,0.0,784.0,465.6,2,1249.6
João Vitor Carvalho,32,Meio-campista,249.2,296.0,232.0,246.0,0.0,777.2,478.0,2,1255.2
Dr. Davi Lucas da Rosa,25,Meio-campista,355.2,374.0,333.6,345.0,0.0,1062.8000000000002,678.6,3,1741.4
Sr. Enzo Gabriel Novaes,31,Atacante,398.0,346.0,361.5,316.5,0.0,1105.5,678.0,3,1783.5
Bryan Araújo,31,Atacante,174.0,134.0,169.0,123.0,0.0,477.0,292.0,1,769.0
Isaac Almeida,27,Goleiro,0.0,542.0,515.5,521.0,632.0,1057.5,1668.5,5,2726.0
Leonardo Fogaça,20,Zagueiro,111.1,133.0,126.25,244.0,0.0,370.35,370.25,1,740.6
Matheus Peixoto,20,Zagueiro,215.0,233.0,228.5,296.0,0.0,676.5,524.5,2,1201.0
Vicente Araújo,21,Lateral,130.4,148.0,156.4,172.0,0.0,434.79999999999995,328.4,1,763.1999999999999
Luiz Gustavo Duarte,20,Lateral,327.2,345.0,339.6,346.5,0.0,1011.8000000000001,686.1,3,1697.9
Dr. João Vitor Moreira,27,Meio-campista,444.4,490.0,440.0,433.0,0.0,1374.4,873.0,4,2247.4
Francisco Pires,33,Meio-campista,252.8,300.0,229.6,236.0,0.0,782.4,465.6,2,1248.0
Danilo Porto,26,Meio-campista,154.0,168.0,133.6,149.0,0.0,455.6,282.6,1,738.2
Miguel da Mota,24,Meio-campista,157.6,174.0,138.4,134.0,0.0,470.0,272.4,1,742.4
Cauê Ferreira,25,Atacante,172.0,144.0,169.0,124.0,0.0,485.0,293.0,1,778.0
Antônio Correia,27,Atacante,188.0,147.0,146.5,119.0,0.0,481.5,265.5,1,747.0
João Vitor Rodrigues,22,Goleiro,0.0,134.0,120.0,115.0,223.0,254.0,458.0,1,712.0
Calebe Martins,31,Zagueiro,213.8,222.5,236.75,340.8,0.0,673.05,577.55,2,1250.6
Dr. Luiz Henrique Aragão,33,Zagueiro,212.6,222.5,228.5,356.8,0.0,663.6,585.3,2,1248.9
Bryan Ferreira,24,Lateral,236.0,258.5,257.6,255.5,0.0,752.1,513.1,2,1265.2
Pedro Henrique Pinto,29,Lateral,124.8,160.0,156.4,149.5,0.0,441.20000000000005,305.9,1,747.1
Danilo Almeida,23,Meio-campista,142.0,188.0,132.0,136.0,0.0,462.0,268.0,1,730.0
Lucas Gabriel Oliveira,21,Meio-campista,137.2,180.0,126.4,141.0,0.0,443.6,267.4,1,711.0
Dr. Vitor Hugo Costa,34,Meio-campista,154.0,184.0,131.2,137.0,0.0,469.2,268.2,1,737.4
Sr. João Pedro Mendes,25,Meio-campista,154.0,180.0,135.2,139.0,0.0,469.2,274.2,1,743.4
Noah Barros,23,Atacante,198.0,139.0,154.0,123.0,0.0,491.0,277.0,1,768.0
Erick Aragão,23,Atacante,464.0,449.0,464.5,422.0,0.0,1377.5,886.5,4,2264.0
Arthur Silveira,27,Goleiro,0.0,548.0,525.0,518.5,590.0,1073.0,1633.5,5,2706.5
Dr. João Pedro Campos,31,Zagueiro,212.6,231.5,224.0,353.6,0.0,668.1,577.6,2,1245.7
Dr. Antônio Moraes,21,Zagueiro,113.2,135.25,128.5,228.0,0.0,376.95,356.5,1,733.45
Murilo da Cruz,28,Lateral,128.0,170.5,150.4,157.0,0.0,448.9,307.4,1,756.3
Vinicius Souza,31,Lateral,529.6,564.5,551.6,558.5,0.0,1645.6999999999998,1110.1,5,2755.7999999999997
Breno da Rocha,24,Meio-campista,354.0,390.0,332.0,344.0,0.0,1076.0,676.0,3,1752.0
Ian Campos,23,Meio-campista,143.2,194.0,132.0,142.0,0.0,469.2,274.0,1,743.2
João Felipe da Luz,25,Meio-campista,439.6,496.0,436.8,448.0,0.0,1372.4,884.8,4,2257.2
Igor Rezende,34,Meio-campista,139.6,176.0,124.8,147.0,0.0,440.40000000000003,271.8,1,712.2
Erick Monteiro,21,Atacante,362.0,336.0,366.0,315.5,0.0,1064.0,681.5,3,1745.5
Dr. Diogo Rodrigues,25,Atacante,166.0,134.0,148.0,122.0,0.0,448.0,270.0,1,718.0
Kaique da Cruz,24,Goleiro,0.0,331.0,318.5,321.0,423.0,649.5,1062.5,3,1712.0
Dr. Pedro Miguel da Mota,29,Zagueiro,113.8,137.5,122.5,256.8,0.0,373.8,379.3,1,753.1
Sr. Danilo Costela,30,Zagueiro,111.7,133.0,128.5,202.4,0.0,373.2,330.9,1,704.0999999999999
Danilo Barros,28,Lateral,238.4,261.5,260.0,251.0,0.0,759.9,511.0,2,1270.9
Sr. Caio da Rosa,25,Lateral,135.2,154.0,158.8,148.0,0.0,448.0,306.8,1,754.8
Diogo Silva,25,Meio-campista,346.8,386.0,327.2,336.0,0.0,1060.0,663.2,3,1723.2
Daniel Fernandes,29,Meio-campista,237.2,290.0,229.6,245.0,0.0,756.8000000000001,474.6,2,1231.4
Vitor Hugo Vieira,24,Meio-campista,350.4,370.0,331.2,349.0,0.0,1051.6,680.2,3,1731.8
Thiago da Mota,24,Meio-campista,352.8,376.0,334.4,345.0,0.0,1063.1999999999998,679.4,3,1742.6
Vitor da Paz,23,Atacante,270.0,249.0,255.5,222.5,0.0,774.5,478.0,2,1252.5
Dr. Anthony Porto,20,Atacante,194.0,140.0,145.0,118.0,0.0,479.0,263.0,1,742.0
Igor Gonçalves,29,Goleiro,0.0,343.0,316.5,320.0,438.0,659.5,1074.5,3,1734.0
Marcos Vinicius da Cruz,34,Zagueiro,110.2,133.75,137.5,208.8,0.0,381.45,346.3,1,727.75
Samuel Silveira,35,Zagueiro,110.5,125.5,137.5,221.60000000000002,0.0,373.5,359.1,1,732.6
Cauã Teixeira,22,Lateral,537.6,555.5,560.0,548.0,0.0,1653.1,1108.0,5,2761.1
Gustavo Farias,22,Lateral,138.4,155.5,143.2,163.0,0.0,437.09999999999997,306.2,1,743.3
Davi Luiz Azevedo,30,Meio-campista,456.4,476.0,425.6,438.0,0.0,1358.0,863.6,4,2221.6
Paulo Silva,32,Meio-campista,245.6,282.0,224.8,243.0,0.0,752.4000000000001,467.8,2,1220.2
Sr. Bryan Pinto,34,Meio-campista,251.6,288.0,240.0,245.0,0.0,779.6,485.0,2,1264.6
Fernando Novaes,26,Meio-campista,248.0,294.0,239.2,250.0,0.0,781.2,489.2,2,1270.4
Nicolas Araújo,25,Atacante,472.0,431.0,461.5,420.5,0.0,1364.5,882.0,4,2246.5
Henrique Novaes,33,Atacante,494.0,433.0,457.0,418.5,0.0,1384.0,875.5,4,2259.5
Dr. Nathan Mendes,35,Goleiro,0.0,549.0,520.0,520.0,590.0,1069.0,1630.0,5,2699.0
Dr. Benjamin Nascimento,22,Zagueiro,314.7,326.25,330.75,396.0,0.0,971.7,726.75,3,1698.45
Marcos Vinicius da Mata,34,Zagueiro,113.5,125.5,127.0,202.4,0.0,366.0,329.4,1,695.4
Leonardo Porto,34,Lateral,138.4,173.5,156.4,146.5,0.0,468.29999999999995,302.9,1,771.1999999999999
Rodrigo Teixeira,28,Lateral,138.4,155.5,143.2,149.5,0.0,437.09999999999997,292.7,1,729.8
Nathan Caldeira,30,Meio-campista,160.0,170.0,136.0,137.0,0.0,466.0,273.0,1,739.0
João Guilherme Martins,21,Meio-campista,252.8,262.0,224.8,233.0,0.0,739.5999999999999,457.8,2,1197.3999999999999
João Lucas Aragão,28,Meio-campista,252.8,298.0,233.6,240.0,0.0,784.4,473.6,2,1258.0
Augusto Duarte,22,Meio-campista,248.0,268.0,234.4,246.0,0.0,750.4,480.4,2,1230.8
Lucas Gabriel da Rosa,26,Atacante,296.0,239.0,258.5,217.0,0.0,793.5,475.5,2,1269.0
Sr. Alexandre Alves,20,Atacante,394.0,334.0,373.5,323.5,0.0,1101.5,697.0,3,1798.5
João Vitor da Rosa,27,Goleiro,0.0,247.0,217.5,221.0,332.0,464.5,770.5,2,1235.0
Igor Barros,30,Zagueiro,109.0,136.0,125.5,199.2,0.0,370.5,324.7,1,695.2
Ryan Sales,33,Zagueiro,112.6,122.5,123.25,215.2,0.0,358.35,338.45,1,696.8
Carlos Eduardo da Rosa,31,Lateral,338.4,345.0,342.0,348.0,0.0,1025.4,690.0,3,1715.4
Eduardo Alves,32,Lateral,132.8,169.0,148.0,170.5,0.0,449.8,318.5,1,768.3
Renan Aragão,24,Meio-campista,251.6,266.0,233.6,247.0,0.0,751.2,480.6,2,1231.8000000000002
Luiz Fernando da Cunha,25,Meio-campista,143.2,168.0,135.2,148.0,0.0,446.4,283.2,1,729.5999999999999
João Guilherme Mendes,21,Meio-campista,144.4,170.0,135.2,133.0,0.0,449.59999999999997,268.2,1,717.8
Enzo Melo,29,Meio-campista,260.0,282.0,229.6,240.0,0.0,771.6,469.6,2,1241.2
Arthur Pereira,23,Atacante,290.0,234.0,272.0,222.0,0.0,796.0,494.0,2,1290.0
Benjamin Castro,33,Atacante,472.0,433.0,475.0,425.0,0.0,1380.0,900.0,4,2280.0
Bernardo da Costa,21,Goleiro,0.0,238.0,219.5,223.5,308.0,457.5,751.0,2,1208.5
Sr. Luigi da Mota,23,Zagueiro,411.1,430.0,424.0,521.6,0.0,1265.1,945.6,4,2210.7
Dr. Gustavo da Costa,21,Zagueiro,114.4,137.5,132.25,208.8,0.0,384.15,341.05,1,725.2
Rodrigo da Costa,21,Lateral,228.0,249.5,245.6,275.0,0.0,723.1,520.6,2,1243.7
Erick Farias,20,Lateral,224.0,263.0,237.2,255.5,0.0,724.2,492.7,2,1216.9
Benjamin da Rocha,24,Meio-campista,260.0,270.0,227.2,242.0,0.0,757.2,469.2,2,1226.4
Lucas Cunha,28,Meio-campista,358.8,362.0,330.4,345.0,0.0,1051.1999999999998,675.4,3,1726.6
Dr. Pedro Lucas Moraes,32,Meio-campista,437.2,488.0,428.8,445.0,0.0,1354.0,873.8,4,2227.8
João Felipe Sales,29,Meio-campista,237.2,282.0,236.8,246.0,0.0,756.0,482.8,2,1238.8
Bernardo Azevedo,29,Atacante,188.0,142.0,149.5,123.0,0.0,479.5,272.5,1,752.0
Lucas Cardoso,26,Atacante,196.0,136.0,164.5,117.5,0.0,496.5,282.0,1,778.5
João Vitor Costela,35,Goleiro,0.0,249.0,224.5,219.0,308.0,473.5,751.5,2,1225.0
Sr. João Felipe Teixeira,27,Zagueiro,209.9,224.0,237.5,337.6,0.0,671.4,575.1,2,1246.5
Gabriel da Cunha,28,Zagueiro,314.7,336.0,324.0,440.8,0.0,974.7,764.8,3,1739.5
Enrico Pinto,27,Lateral,327.2,351.0,343.2,348.0,0.0,1021.4000000000001,691.2,3,1712.6000000000001
Yuri Fogaça,30,Lateral,332.0,352.5,350.4,345.0,0.0,1034.9,695.4,3,1730.3000000000002
Daniel Ribeiro,29,Meio-campista,155.2,198.0,133.6,141.0,0.0,486.79999999999995,274.6,1,761.4
Yuri Moura,33,Meio-campista,243.2,298.0,231.2,232.0,0.0,772.4000000000001,463.2,2,1235.6000000000001
Leonardo Sales,20,Meio-campista,138.4,190.0,136.0,146.0,0.0,464.4,282.0,1,746.4
Gustavo Henrique Araújo,24,Meio-campista,357.6,374.0,339.2,334.0,0.0,1070.8,673.2,3,1744.0
Thales Farias,20,Atacante,172.0,144.0,175.0,125.0,0.0,491.0,300.0,1,791.0
Sr. Lucca Mendes,28,Atacante,390.0,334.0,375.0,321.0,0.0,1099.0,696.0,3,1795.0
Pedro Miguel Lopes,35,Goleiro,0.0,337.0,321.5,323.5,429.0,658.5,1074.0,3,1732.5
Sr. Theo Correia,24,Zagueiro,111.4,129.25,131.5,212.0,0.0,372.15,343.5,1,715.65
Matheus Costa,27,Zagueiro,413.8,432.25,435.25,518.4,0.0,1281.3,953.65,4,2234.95
Sr. Murilo Mendes,32,Lateral,134.4,166.0,136.0,166.0,0.0,436.4,302.0,1,738.4
Dr. Leonardo Pereira,20,Lateral,124.0,158.5,148.0,157.0,0.0,430.5,305.0,1,735.5
Sr. Luiz Henrique da Paz,33,Meio-campista,148.0,188.0,132.8,150.0,0.0,468.8,282.8,1,751.6
Ryan da Costa,28,Meio-campista,246.8,300.0,234.4,241.0,0.0,781.1999999999999,475.4,2,1256.6
Felipe da Rocha,23,Meio-campista,151.6,186.0,134.4,142.0,0.0,472.0,276.4,1,748.4
Nathan Aragão,24,Meio-campista,255.2,270.0,226.4,248.0,0.0,751.6,474.4,2,1226.0
Yuri Rezende,24,Atacante,182.0,147.0,166.0,115.0,0.0,495.0,281.0,1,776.0
Samuel Alves,32,Atacante,496.0,445.0,449.5,419.5,0.0,1390.5,869.0,4,2259.5
Luiz Otávio Barros,22,Goleiro,0.0,447.0,415.0,423.5,541.0,862.0,1379.5,4,2241.5
Gustavo Henrique Almeida,21,Zagueiro,312.6,333.75,323.25,408.8,0.0,969.6,732.05,3,1701.65
Lucca Gomes,25,Zagueiro,510.8,537.5,530.75,631.2,0.0,1579.05,1161.95,5,2741.0
Bryan da Cunha,31,Lateral,228.0,245.0,248.0,251.0,0.0,721.0,499.0,2,1220.0
Arthur Jesus,28,Lateral,337.6,358.5,342.0,363.0,0.0,1038.1,705.0,3,1743.1
Daniel Pinto,22,Meio-campista,250.4,276.0,240.0,243.0,0.0,766.4,483.0,2,1249.4
Joaquim Santos,27,Meio-campista,248.0,296.0,236.8,243.0,0.0,780.8,479.8,2,1260.6
Pietro Costela,20,Meio-campista,149.2,198.0,140.0,135.0,0.0,487.2,275.0,1,762.2
João Lucas Silveira,24,Meio-campista,139.6,166.0,136.8,138.0,0.0,442.40000000000003,274.8,1,717.2
João Vitor Fogaça,35,Atacante,562.0,546.0,563.0,522.5,0.0,1671.0,1085.5,5,2756.5
Benício da Mota,30,Atacante,178.0,141.0,151.0,115.0,0.0,470.0,266.0,1,736.0
Ian Moura,34,Goleiro,0.0,244.0,218.5,217.5,332.0,462.5,768.0,2,1230.5
Alexandre da Mota,22,Zagueiro,112.3,137.5,137.5,253.60000000000002,0.0,387.3,391.1,1,778.4000000000001
Luigi das Neves,25,Zagueiro,210.2,226.25,236.0,337.6,0.0,672.45,573.6,2,1246.0500000000002
Murilo Correia,26,Lateral,132.8,145.0,152.8,163.0,0.0,430.6,315.8,1,746.4000000000001
Anthony Caldeira,24,Lateral,225.6,260.0,260.0,270.5,0.0,745.6,530.5,2,1276.1
Ryan Silveira,27,Meio-campista,155.2,174.0,140.0,132.0,0.0,469.2,272.0,1,741.2
Dr. João Fogaça,23,Meio-campista,238.4,276.0,224.8,235.0,0.0,739.2,459.8,2,1199.0
Kevin da Mata,32,Meio-campista,156.4,176.0,130.4,131.0,0.0,462.79999999999995,261.4,1,724.1999999999999
Davi Luiz Gonçalves,32,Meio-campista,139.6,178.0,137.6,133.0,0.0,455.20000000000005,270.6,1,725.8000000000001
Vitor Gabriel Moura,24,Atacante,196.0,149.0,169.0,118.0,0.0,514.0,287.0,1,801.0
André da Mota,22,Atacante,276.0,247.0,245.0,219.0,0.0,768.0,464.0,2,1232.0
Diogo Melo,28,Goleiro,0.0,132.0,123.0,123.0,217.0,255.0,463.0,1,718.0
Anthony Nunes,28,Zagueiro,310.8,329.25,326.25,421.6,0.0,966.3,747.85,3,1714.15
Matheus da Costa,27,Zagueiro,109.9,134.5,127.75,218.4,0.0,372.15,346.15,1,718.3
Gustavo Monteiro,25,Lateral,130.4,151.0,155.2,146.5,0.0,436.59999999999997,301.7,1,738.3
Ian Costela,22,Lateral,137.6,145.0,158.8,146.5,0.0,441.40000000000003,305.3,1,746.7
Bryan Viana,30,Meio-campista,151.6,180.0,136.8,145.0,0.0,468.40000000000003,281.8,1,750.2
Paulo Nascimento,31,Meio-campista,436.0,472.0,428.8,441.0,0.0,1336.8,869.8,4,2206.6
Lorenzo Ferreira,28,Meio-campista,251.6,284.0,237.6,244.0,0.0,773.2,481.6,2,1254.8000000000002
Anthony Ramos,28,Meio-campista,342.0,382.0,325.6,336.0,0.0,1049.6,661.6,3,1711.1999999999998
Vitor Gabriel Ramos,34,Atacante,276.0,242.0,261.5,222.5,0.0,779.5,484.0,2,1263.5
Miguel Barros,26,Atacante,286.0,237.0,257.0,225.0,0.0,780.0,482.0,2,1262.0
Vitor Gabriel Melo,30,Goleiro,0.0,146.0,125.0,120.0,199.0,271.0,444.0,1,715.0
Leandro Dias,28,Zagueiro,213.5,224.75,233.0,302.4,0.0,671.25,535.4,2,1206.65
Cauã Campos,30,Zagueiro,114.7,133.0,130.0,196.0,0.0,377.7,326.0,1,703.7
Lucas Gabriel da Cunha,32,Lateral,133.6,152.5,143.2,169.0,0.0,429.3,312.2,1,741.5
Enrico Novaes,25,Lateral,235.2,261.5,255.2,269.0,0.0,751.9,524.2,2,1276.1
Luiz Gustavo Viana,28,Meio-campista,342.0,394.0,334.4,340.0,0.0,1070.4,674.4,3,1744.8000000000002
Eduardo Almeida,22,Meio-campista,436.0,470.0,435.2,437.0,0.0,1341.2,872.2,4,2213.4
Erick Caldeira,33,Meio-campista,145.6,200.0,126.4,133.0,0.0,472.0,259.4,1,731.4
Sr. Henrique da Rocha,31,Meio-campista,150.4,176.0,138.4,142.0,0.0,464.79999999999995,280.4,1,745.1999999999999
Cauã da Rosa,22,Atacante,296.0,249.0,252.5,225.0,0.0,797.5,477.5,2,1275.0
João Gabriel Oliveira,20,Atacante,198.0,146.0,145.0,120.0,0.0,489.0,265.0,1,754.0
André Pereira,20,Goleiro,0.0,450.0,416.0,415.0,544.0,866.0,1375.0,4,2241.0
Thiago Aragão,23,Zagueiro,109.9,137.5,128.5,224.8,0.0,375.9,353.3,1,729.2
Marcos Vinicius Nunes,30,Zagueiro,113.8,126.25,126.25,253.60000000000002,0.0,366.3,379.85,1,746.1500000000001
Luiz Gustavo Barbosa,27,Lateral,235.2,269.0,246.8,275.0,0.0,751.0,521.8,2,1272.8
Luigi Aragão,29,Lateral,538.4,557.0,539.6,566.0,0.0,1635.0,1105.6,5,2740.6
Dr. Luiz Gustavo Barbosa,30,Meio-campista,156.4,200.0,133.6,137.0,0.0,490.0,270.6,1,760.6
Heitor Costela,31,Meio-campista,256.4,298.0,233.6,238.0,0.0,788.0,471.6,2,1259.6
Nathan Fogaça,32,Meio-campista,360.0,360.0,329.6,336.0,0.0,1049.6,665.6,3,1715.1999999999998
Lorenzo da Rosa,22,Meio-campista,439.6,496.0,436.8,434.0,0.0,1372.4,870.8,4,2243.2
Dr. André Moraes,26,Atacante,166.0,149.0,163.0,123.0,0.0,478.0,286.0,1,764.0
Benjamin da Rosa,28,Atacante,172.0,132.0,164.5,118.5,0.0,468.5,283.0,1,751.5
Daniel Castro,28,Goleiro,0.0,141.0,123.0,123.5,232.0,264.0,478.5,1,742.5
Davi Luiz Campos,22,Zagueiro,214.1,226.25,233.75,350.4,0.0,674.1,584.15,2,1258.25
Luiz Miguel da Rocha,23,Zagueiro,110.5,127.75,124.0,231.20000000000002,0.0,362.25,355.20000000000005,1,717.45
Sr. Luiz Felipe Moraes,24,Lateral,129.6,175.0,160.0,167.5,0.0,464.6,327.5,1,792.1
Davi Lucca Silveira,33,Lateral,440.0,475.0,446.8,467.5,0.0,1361.8,914.3,4,2276.1
Sr. Marcos Vinicius Moraes,34,Meio-campista,354.0,400.0,332.8,341.0,0.0,1086.8,673.8,3,1760.6
Sr. Marcos Vinicius Moraes,25,Meio-campista,246.8,288.0,237.6,236.0,0.0,772.4,473.6,2,1246.0
Cauã Costela,21,Meio-campista,236.0,292.0,230.4,239.0,0.0,758.4,469.4,2,1227.8
Otávio Correia,31,Meio-campista,246.8,276.0,224.8,242.0,0.0,747.5999999999999,466.8,2,1214.3999999999999
Rodrigo Araújo,21,Atacante,276.0,234.0,263.0,223.0,0.0,773.0,486.0,2,1259.0
Matheus Ferreira,22,Atacante,196.0,136.0,155.5,115.5,0.0,487.5,271.0,1,758.5
João Lucas Vieira,33,Goleiro,0.0,237.0,217.5,220.0,347.0,454.5,784.5,2,1239.0
Anthony da Cruz,34,Zagueiro,110.8,136.75,128.5,221.60000000000002,0.0,376.05,350.1,1,726.1500000000001
Caio Caldeira,27,Zagueiro,412.0,425.5,433.0,515.2,0.0,1270.5,948.2,4,2218.7
André Nogueira,27,Lateral,424.0,446.5,457.6,463.0,0.0,1328.1,920.6,4,2248.7
Dr. Lucca Costa,32,Lateral,428.0,470.5,452.8,449.5,0.0,1351.3,902.3,4,2253.6
Thomas Costa,25,Meio-campista,142.0,188.0,124.0,150.0,0.0,454.0,274.0,1,728.0
Juan Martins,35,Meio-campista,540.8,586.0,535.2,535.0,0.0,1662.0,1070.2,5,2732.2
Dr. Ian Azevedo,31,Meio-campista,260.0,300.0,239.2,245.0,0.0,799.2,484.2,2,1283.4
Guilherme Rezende,33,Meio-campista,454.0,482.0,425.6,442.0,0.0,1361.6,867.6,4,2229.2
Vitor Gabriel Porto,34,Atacante,476.0,434.0,463.0,420.0,0.0,1373.0,883.0,4,2256.0
Yuri Cardoso,21,Atacante,572.0,534.0,573.5,523.0,0.0,1679.5,1096.5,5,2776.0
Thiago Cavalcanti,20,Goleiro,0.0,132.0,124.5,115.0,232.0,256.5,471.5,1,728.0
Dr. Luiz Gustavo Novaes,34,Zagueiro,210.8,236.75,235.25,324.8,0.0,682.8,560.05,2,1242.85
Thomas Freitas,28,Zagueiro,114.4,124.0,129.25,237.6,0.0,367.65,366.85,1,734.5
Vitor Gabriel Fogaça,25,Lateral,224.8,249.5,246.8,273.5,0.0,721.1,520.3,2,1241.4
Erick Almeida,31,Lateral,130.4,151.0,145.6,149.5,0.0,427.0,295.1,1,722.1
Luiz Henrique Duarte,31,Meio-campista,455.2,474.0,438.4,437.0,0.0,1367.6,875.4,4,2243.0
Yuri Melo,24,Meio-campista,137.2,186.0,128.8,150.0,0.0,452.0,278.8,1,730.8
Guilherme Dias,24,Meio-campista,460.0,480.0,438.4,443.0,0.0,1378.4,881.4,4,2259.8
Luigi Carvalho,21,Meio-campista,138.4,182.0,131.2,149.0,0.0,451.59999999999997,280.2,1,731.8
Leonardo Peixoto,33,Atacante,294.0,241.0,251.0,219.0,0.0,786.0,470.0,2,1256.0
Isaac Nogueira,29,Atacante,184.0,132.0,154.0,120.0,0.0,470.0,274.0,1,744.0
Vitor Hugo Campos,23,Goleiro,0.0,136.0,123.5,121.0,205.0,259.5,449.5,1,709.0
Nathan Martins,35,Zagueiro,114.4,130.75,122.5,205.60000000000002,0.0,367.65,328.1,1,695.75
Joaquim Mendes,30,Zagueiro,111.1,123.25,129.25,199.2,0.0,363.6,328.45,1,692.05
Dr. Daniel Souza,25,Lateral,326.4,363.0,350.4,354.0,0.0,1039.8,704.4,3,1744.1999999999998
Erick Lopes,34,Lateral,128.0,149.5,136.0,155.5,0.0,413.5,291.5,1,705.0
Paulo Silveira,26,Meio-campista,237.2,286.0,236.0,231.0,0.0,759.2,467.0,2,1226.2
Marcos Vinicius Correia,31,Meio-campista,142.0,180.0,124.8,131.0,0.0,446.8,255.8,1,702.6
Luiz Fernando da Cruz,25,Meio-campista,252.8,292.0,227.2,237.0,0.0,772.0,464.2,2,1236.2
Bernardo Carvalho,28,Meio-campista,155.2,196.0,124.8,135.0,0.0,476.0,259.8,1,735.8
Raul Jesus,34,Atacante,188.0,149.0,146.5,116.5,0.0,483.5,263.0,1,746.5
Carlos Eduardo Ramos,28,Atacante,386.0,350.0,375.0,322.0,0.0,1111.0,697.0,3,1808.0
Benjamin Porto,30,Goleiro,0.0,237.0,220.5,225.0,338.0,457.5,783.5,2,1241.0
Sr. André Nogueira,22,Zagueiro,214.7,231.5,232.25,350.4,0.0,678.45,582.65,2,1261.1
Dr. Miguel Fogaça,35,Zagueiro,113.8,125.5,133.0,202.4,0.0,372.3,335.4,1,707.7
Davi Lucas Freitas,34,Lateral,535.2,561.5,537.2,554.0,0.0,1633.9,1091.2,5,2725.1000000000004
Sr. Lucas Gabriel Martins,22,Lateral,436.8,473.5,439.6,449.5,0.0,1349.9,889.1,4,2239.0
Leandro da Cunha,32,Meio-campista,149.2,192.0,134.4,140.0,0.0,475.6,274.4,1,750.0
Pedro Miguel da Costa,29,Meio-campista,137.2,170.0,133.6,147.0,0.0,440.79999999999995,280.6,1,721.4
Pedro Miguel Martins,21,Meio-campista,160.0,176.0,124.0,131.0,0.0,460.0,255.0,1,715.0
Bernardo das Neves,34,Meio-campista,150.4,182.0,136.0,148.0,0.0,468.4,284.0,1,752.4
Sr. Arthur Jesus,32,Atacante,264.0,244.0,261.5,220.0,0.0,769.5,481.5,2,1251.0
Dr. Anthony Oliveira,32,Atacante,496.0,432.0,448.0,419.5,0.0,1376.0,867.5,4,2243.5
Murilo da Mota,33,Goleiro,0.0,244.0,224.0,215.5,305.0,468.0,744.5,2,1212.5
João Felipe Pires,32,Zagueiro,411.7,426.25,428.5,512.0,0.0,1266.45,940.5,4,2206.95
Juan Sales,33,Zagueiro,109.9,136.75,124.0,237.6,0.0,370.65,361.6,1,732.25
Pedro Lucas Silveira,24,Lateral,225.6,275.0,254.0,246.5,0.0,754.6,500.5,2,1255.1
João Cavalcanti,28,Lateral,133.6,154.0,151.6,154.0,0.0,439.20000000000005,305.6,1,744.8000000000001
Sr. Isaac Nunes,32,Meio-campista,137.2,178.0,133.6,137.0,0.0,448.79999999999995,270.6,1,719.4
Heitor Pereira,20,Meio-campista,246.8,266.0,228.8,237.0,0.0,741.5999999999999,465.8,2,1207.3999999999999
Samuel Azevedo,27,Meio-campista,150.4,164.0,136.8,137.0,0.0,451.2,273.8,1,725.0
Cauê Porto,24,Meio-campista,355.2,368.0,332.8,348.0,0.0,1056.0,680.8,3,1736.8
Luiz Miguel Novaes,21,Atacante,184.0,145.0,146.5,123.0,0.0,475.5,269.5,1,745.0
Dr. Joaquim Barbosa,23,Atacante,174.0,143.0,158.5,120.0,0.0,475.5,278.5,1,754.0
Leandro Correia,31,Goleiro,0.0,538.0,524.0,522.5,602.0,1062.0,1648.5,5,2710.5
Pedro Lucas Jesus,33,Zagueiro,109.0,136.0,136.75,196.0,0.0,381.75,332.75,1,714.5
Lucas Gabriel da Costa,35,Zagueiro,212.0,224.0,235.25,328.0,0.0,671.25,563.25,2,1234.5
Enzo Martins,21,Lateral,124.0,149.5,148.0,146.5,0.0,421.5,294.5,1,716.0
Lucca Almeida,26,Lateral,125.6,172.0,154.0,149.5,0.0,451.6,303.5,1,755.1
Gustavo Peixoto,20,Meio-campista,139.6,164.0,132.0,147.0,0.0,435.6,279.0,1,714.6
Marcos Vinicius da Cruz,20,Meio-campista,156.4,200.0,136.0,147.0,0.0,492.4,283.0,1,775.4
Dr. Luiz Fernando Cardoso,29,Meio-campista,443.2,474.0,425.6,433.0,0.0,1342.8000000000002,858.6,4,2201.4
Enrico Rezende,20,Meio-campista,444.4,472.0,430.4,439.0,0.0,1346.8,869.4,4,2216.2
João Guilherme Nogueira,20,Atacante,170.0,150.0,161.5,115.0,0.0,481.5,276.5,1,758.0
Paulo da Rocha,21,Atacante,364.0,335.0,358.5,324.5,0.0,1057.5,683.0,3,1740.5
Danilo Aragão,31,Goleiro,0.0,150.0,118.5,117.5,202.0,268.5,438.0,1,706.5
Bernardo Martins,28,Zagueiro,309.3,330.0,329.25,434.4,0.0,968.55,763.65,3,1732.1999999999998
Benício Barros,32,Zagueiro,112.6,131.5,133.0,208.8,0.0,377.1,341.8,1,718.9000000000001
João Guilherme Monteiro,27,Lateral,428.0,472.0,452.8,451.0,0.0,1352.8,903.8,4,2256.6
